t,kid_k,c_parameter,mean_ai,max_ai,entropy_production,eta_toast
44600,196.32,19.631999999999998,0.0,0,0.0,0.18447685176345288
44700,196.82,19.682,0.0,0,0.0,0.1840535299708057
44800,197.26,19.726,0.0,0,0.0,0.18368260606639228
44900,197.62,19.762,0.0,0,0.0,0.1833802299056557
45000,198.06,19.806,0.0,0,0.0,0.18301200447312163
45100,198.48,19.848,0.0,0,0.0,0.18266188952938758
45200,199.02,19.902,0.0,0,0.0,0.1822136997913112
45300,199.32,19.932,0.0,0,0.0,0.18196565191084568
45400,199.72,19.972,0.0,0,0.0,0.18163596710821095
45500,200.08,20.008000000000003,0.0,0,0.0,0.18134026771943113
45600,200.6,20.06,0.0,0,0.0,0.18091483745171621
45700,200.78,20.078,0.0,0,0.0,0.18076803655220092
45800,201.16,20.116,0.0,0,0.0,0.1804589024316595
45900,201.46,20.146,0.0,0,0.0,0.18021559298913933
46000,201.8,20.18,0.0,0,0.0,0.1799406320749081
46100,202.24,20.224,0.0,0,0.0,0.17958603997011258
46200,202.58,20.258000000000003,0.0,0,0.0,0.17931299013386434
46300,202.96,20.296,0.0,0,0.0,0.17900879506830417
46400,203.3,20.330000000000002,0.0,0,0.0,0.1787374917274565
46500,203.44,20.344,0.0,0,0.0,0.17862601682666912
46600,203.74,20.374000000000002,0.0,0,0.0,0.17838760839505358
46700,204.18,20.418,0.0,0,0.0,0.17803908856996464
46800,204.48,20.448,0.0,0,0.0,0.1778022391117345
46900,204.9,20.490000000000002,0.0,0,0.0,0.17747170380847432
47000,205.38,20.538,0.0,0,0.0,0.1770954468664035
47100,205.78,20.578,0.0,0,0.0,0.176783112798734
47200,206.04,20.604,0.0,0,0.0,0.1765806842259834
47300,206.38,20.637999999999998,0.0,0,0.0,0.1763166665785283
47400,206.6,20.66,0.0,0,0.0,0.17614625083874091
47500,206.96,20.696,0.0,0,0.0,0.1758680963444453
47600,207.38,20.738,0.0,0,0.0,0.17554468817289715
47700,207.86,20.786,0.0,0,0.0,0.17517652852961638
47800,208.22,20.822,0.0,0,0.0,0.17490141803622028
47900,208.62,20.862000000000002,0.0,0,0.0,0.17459674883981496
48000,209.16,20.916,0.0,0,0.0,0.1741871209393939
48100,209.44,20.944,0.0,0,0.0,0.17397547517300857
48200,209.84,20.984,0.0,0,0.0,0.17367401248810832
48300,210.04,21.003999999999998,0.0,0,0.0,0.17352367160623672
48400,210.54,21.054,0.0,0,0.0,0.17314895286291562
48500,211.02,21.102,0.0,0,0.0,0.17279073853432692
48600,211.4,21.14,0.0,0,0.0,0.17250819903561876
48700,211.7,21.169999999999998,0.0,0,0.0,0.17228579177304826
48800,212.18,21.218,0.0,0,0.0,0.17193112762178256
48900,212.62,21.262,0.0,0,0.0,0.1716072960332637
49000,213.06,21.306,0.0,0,0.0,0.17128467906781356
49100,213.38,21.338,0.0,0,0.0,0.17105080756494762
49200,213.76,21.375999999999998,0.0,0,0.0,0.17077391131951097
49300,214.16,21.416,0.0,0,0.0,0.17048340611197976
49400,214.5,21.45,0.0,0,0.0,0.1702372508072877
49500,214.86,21.486,0.0,0,0.0,0.16997738753299324
49600,215.22,21.522,0.0,0,0.0,0.1697183145184445
49700,215.7,21.57,0.0,0,0.0,0.16937410692358867
49800,216.12,21.612000000000002,0.0,0,0.0,0.16907406586265683
49900,216.48,21.648,0.0,0,0.0,0.16881773062804062
50000,216.92,21.692,0.0,0,0.0,0.16850548313983477
